Prueba de K mediana de medianas;;;;;;;
Tiempo de ejecucion para K=1;;;;;;;
175346240;;;;;;;
131245037;;;;Promedios;;102;
152748593;;;;142423874,9;;;
145649917;;;;210088672;;105;204
157697708;;;;258481059,7;;207;306
138312257;;;;506384072,2;;309;408
126727340;;;;175237254,5;;411;510
90967120;;;;185933609,8;;513;612
136206635;;;;528927241,4;;615;714
150512195;;;;174002844,6;;717;816
134465670;;;;179284644,5;;819;918
156225074;;;;167842712,9;;921;1020
134529544;;;;205145209,5;;1023;1122
151365374;;;;212928532,9;;1125;1224
150346755;;;;665648228,6;;1227;1326
148110993;;;;658626490,4;;1329;1428
152529180;;;;293117696,6;;1431;1530
141667876;;;;181311288;;1533;1632
142590360;;;;175562325,5;;1635;1734
142876362;;;;255250801,3;;1737;1836
141557546;;;;;;;
128781721;;;;;;;
150940610;;;;;;;
141502339;;;;;;;
156195964;;;;;;;
142416167;;;;;;;
145502319;;;;;;;
132664730;;;;;;;
147786103;;;;;;;
159303210;;;;;;;
132656106;;;;;;;
142105411;;;;;;;
102983322;;;;;;;
143051278;;;;;;;
152420946;;;;;;;
163916686;;;;;;;
138000275;;;;;;;
155598667;;;;;;;
150606431;;;;;;;
154103134;;;;;;;
133361380;;;;;;;
144480071;;;;;;;
139856826;;;;;;;
150109376;;;;;;;
134660446;;;;;;;
143045490;;;;;;;
155136272;;;;;;;
140784630;;;;;;;
136054768;;;;;;;
148576565;;;;;;;
142130806;;;;;;;
141248277;;;;;;;
144792550;;;;;;;
144973659;;;;;;;
144873234;;;;;;;
146233866;;;;;;;
148486302;;;;;;;
145436422;;;;;;;
136494926;;;;;;;
147069234;;;;;;;
150433479;;;;;;;
134195430;;;;;;;
144021916;;;;;;;
123985515;;;;;;;
139858605;;;;;;;
125686156;;;;;;;
114113510;;;;;;;
136704142;;;;;;;
146103443;;;;;;;
134183622;;;;;;;
154946986;;;;;;;
124929673;;;;;;;
139639633;;;;;;;
124558485;;;;;;;
156400844;;;;;;;
141990212;;;;;;;
139337032;;;;;;;
140491192;;;;;;;
157940772;;;;;;;
145315190;;;;;;;
143754754;;;;;;;
148267078;;;;;;;
139926364;;;;;;;
134348592;;;;;;;
151781248;;;;;;;
147096343;;;;;;;
140617685;;;;;;;
129210632;;;;;;;
144509105;;;;;;;
142631242;;;;;;;
146800965;;;;;;;
148662628;;;;;;;
144328352;;;;;;;
141206129;;;;;;;
147944122;;;;;;;
142771964;;;;;;;
142307433;;;;;;;
140873247;;;;;;;
144385833;;;;;;;
136109644;;;;;;;
######;;;;;;;
Tiempo de ejecucion para K=2;;;;;;;
195562232;;;;;;;
217990444;;;;;;;
220885995;;;;;;;
204611011;;;;;;;
205494551;;;;;;;
192414211;;;;;;;
202984403;;;;;;;
174683239;;;;;;;
187075849;;;;;;;
207862764;;;;;;;
